NEIGHBORHOODA1:S23316,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,ADDRESS,"APART
MENT
NUMBER",ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE DATE,"SALE
PRICE",YEAR BUILT
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1905,80,D4," 195 WILLOUGHBY AVENUE, 1112               ",            ,11205,0,0,0,0,0,2, D4 ,1/18/2013,"$430,000 ",1958
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1905,80,D4," 195 WILLOUGHBY AVE, 1608                  ",            ,11205,0,0,0,0,0,2, D4 ,2/8/2013,"$229,000 ",1958
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1905,80,D4," 195 WILLOUGHBY AVENUE, 213                ",            ,11205,0,0,0,0,0,2, D4 ,4/26/2013,"$490,000 ",1958
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1905,80,D4," 195 WILLOUGHBY AVENUE, 602                ",            ,11205,0,0,0,0,0,2, D4 ,6/28/2013,"$188,000 ",1958
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1905,80,D4," 195 WILLOUGHBY AVENUE, 1509               ",            ,11205,0,0,0,0,0,2, D4 ,7/12/2013,"$167,500 ",1958
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1905,80,D4," 195 WILLOUGHBY AVENUE, 116                ",            ,11205,0,0,0,0,0,2, D4 ,8/9/2013,"$205,000 ",1958
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1905,80,D4," 195 WILLOUGHBY AVENUE, 911                ",            ,11205,0,0,0,0,0,2, D4 ,8/6/2013,"$325,000 ",1958
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1916,1,D4," 275 CLINTON AVENUE, 1-1A                  ",            ,11205,0,0,0,0,0,2, D4 ,8/20/2012,"$813,000 ",1905
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1918,13,D4," 277 WASHINGTON AVENUE, 3F                 ",            ,11205,0,0,0,0,0,2, D4 ,10/18/2012,"$332,500 ",1905
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1918,13,D4," 277 WASHINGTON AVENUE, 6K                 ",            ,11205,0,0,0,0,0,2, D4 ,11/28/2012,"$607,500 ",1905
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1918,13,D4," 277 WASHINGTON AVENUE, 1D                 ",            ,11205,0,0,0,0,0,2, D4 ,12/5/2012,"$610,000 ",1905
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1918,13,D4," 277 WASHINGTON AVENUE, 3G                 ",            ,11205,0,0,0,0,0,2, D4 ,3/19/2013,"$360,000 ",1905
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1918,13,D4," 277 WASHINGTON AVENUE, 2J                 ",            ,11205,0,0,0,0,0,2, D4 ,6/6/2013,"$350,000 ",1905
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1918,13,D4," 277 WASHINGTON AVENUE, 5I                 ",            ,11205,0,0,0,0,0,2, D4 ,7/2/2013,"$449,091 ",1905
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1930,1,D4," 325 CLINTON AVENUE, 14F                   ",            ,11205,0,0,0,0,0,2, D4 ,3/12/2013,"$549,000 ",1946
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1930,1,D4," 325 CLINTON AVENUE, 12A                   ",            ,11205,0,0,0,0,0,2, D4 ,6/20/2013,"$425,000 ",1946
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1930,1,D4," 325 CLINTON AVENUE, 12E                   ",            ,11205,0,0,0,0,0,2, D4 ,6/18/2013,$0 ,1946
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1930,1,D4," 325 CLINTON AVENUE, 10C                   ",            ,11205,0,0,0,0,0,2, D4 ,6/20/2013,"$499,999 ",1946
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1930,1,D4," 325 CLINTON AVENUE, 6G                    ",            ,11205,0,0,0,0,0,2, D4 ,7/19/2013,"$407,000 ",1946
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1933,70,D4," 372 DEKALB AVENUE, 6G                     ",            ,11205,0,0,0,0,0,2, D4 ,8/3/2012,"$400,000 ",1930
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1933,70,D4," 372 DEKALB AVENUE, 2M                     ",            ,11205,0,0,0,0,0,2, D4 ,8/21/2012,"$422,500 ",1930
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1933,70,D4," 372 DEKALB AVENUE, 1K                     ",            ,11205,0,0,0,0,0,2, D4 ,11/7/2012,"$495,846 ",1930
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1933,70,D4," 372 DE KALB AVENUE, 4D                    ",            ,11205,0,0,0,0,0,2, D4 ,11/28/2012,"$350,000 ",1930
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1933,70,D4," 372 DEKALB AVENUE, 3E                     ",            ,11205,0,0,0,0,0,2, D4 ,12/10/2012,"$525,000 ",1930
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1933,70,D4," 372 DEKALB AVENUE, 6L                     ",            ,11205,0,0,0,0,0,2, D4 ,2/8/2013,"$600,000 ",1930
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1933,70,D4," 372 DEKALB AVENUE, 4K                     ",            ,11205,0,0,0,0,0,2, D4 ,2/8/2013,"$433,992 ",1930
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1933,70,D4," 372 DEKALB AVENUE, 3C                     ",            ,11205,0,0,0,0,0,2, D4 ,5/20/2013,"$370,000 ",1930
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1933,70,D4," 372 DEKALB AVENUE, 1Q                     ",            ,11205,0,0,0,0,0,2, D4 ,6/5/2013,"$463,000 ",1930
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1933,70,D4," 372 DEKALB AVENUE, 6C                     ",            ,11205,0,0,0,0,0,2, D4 ,6/13/2013,"$429,000 ",1930
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1933,70,D4," 372 DEKALB AVENUE, 2F                     ",            ,11205,0,0,0,0,0,2, D4 ,7/10/2013,"$645,000 ",1930
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1933,70,D4," 372 DEKALB AVENUE, 1M                     ",            ,11205,0,0,0,0,0,2, D4 ,7/18/2013,"$408,000 ",1930
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1933,70,D4," 372 DEKALB AVENUE, 4L                     ",            ,11205,0,0,0,0,0,2, D4 ,7/31/2013,"$525,000 ",1930
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1933,70,D4," 372 DEKALB AVENUE, 4H                     ",            ,11205,0,0,0,0,0,2, D4 ,7/12/2013,"$650,000 ",1930
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1943,6,D4," 360 CLINTON AVENUE, 3E                    ",            ,11238,0,0,0,0,0,2, D4 ,9/7/2012,"$410,000 ",1928
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1943,6,D4," 360 CLINTON AVENUE, 4M                    ",            ,11238,0,0,0,0,0,2, D4 ,12/5/2012,"$435,000 ",1928
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1943,6,D4," 360 CLINTON AVENUE, 6J                    ",            ,11238,0,0,0,0,0,2, D4 ,1/11/2013,"$400,000 ",1928
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1943,6,D4," 360 CLINTON AVENUE, 6N                    ",            ,11238,0,0,0,0,0,2, D4 ,3/28/2013,"$559,000 ",1928
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1943,6,D4," 360 CLINTON AVE, 3F                       ",            ,11238,0,0,0,0,0,2, D4 ,4/24/2013,"$677,000 ",1928
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1943,6,D4," 360 CLINTON AVENUE, 1S                    ",            ,11238,0,0,0,0,0,2, D4 ,5/16/2013,"$599,000 ",1928
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1943,6,D4," 360 CLINTON AVENUE, 2B                    ",            ,11238,0,0,0,0,0,2, D4 ,5/23/2013,"$640,000 ",1928
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1944,4,D4," 361 CLINTON AVE, 7B                       ",            ,11238,0,0,0,0,0,2, D4 ,8/8/2012,"$327,000 ",1946
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1944,4,D4," 365 CLINTON AVENUE, 4F                    ",            ,11238,0,0,0,0,0,2, D4 ,10/26/2012,"$499,000 ",1946
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1944,4,D4," 355 CLINTON AVENUE, 3D                    ",            ,11238,0,0,0,0,0,2, D4 ,11/13/2012,"$245,000 ",1946
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1944,4,D4," 361 CLINTON AVENUE, 8D                    ",            ,11238,0,0,0,0,0,2, D4 ,11/27/2012,"$323,000 ",1946
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1944,4,D4," 365 CLINTON AVENUE, 3A                    ",            ,11238,0,0,0,0,0,2, D4 ,1/11/2013,"$379,000 ",1946
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1944,4,D4," 345 CLINTON AVENUE, 7H                    ",            ,11238,0,0,0,0,0,2, D4 ,12/13/2012,"$342,249 ",1946
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1944,4,D4," 345 CLINTON AVENUE, 2F                    ",            ,11238,0,0,0,0,0,2, D4 ,12/27/2012,"$462,201 ",1946
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1944,4,D4," 361 CLINTON AVENUE, 1F                    ",            ,11238,0,0,0,0,0,2, D4 ,2/5/2013,"$400,000 ",1946
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1944,4,D4," 361 CLINTON AVENUE, 10F                   ",            ,11238,0,0,0,0,0,2, D4 ,3/18/2013,"$480,000 ",1946
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1944,4,D4," 361 CLINTON AVE, 14B                      ",            ,11238,0,0,0,0,0,2, D4 ,4/4/2013,"$350,000 ",1946
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1944,4,D4," 345 CLINTON AVENUE, 3F                    ",            ,11238,0,0,0,0,0,2, D4 ,4/15/2013,"$579,000 ",1946
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1944,4,D4," 345 CLINTON AVENUE, 14B                   ",            ,11238,0,0,0,0,0,2, D4 ,4/17/2013,"$310,000 ",1946
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1944,4,D4," 345 CLINTON AVENUE, 8A                    ",            ,11238,0,0,0,0,0,2, D4 ,4/23/2013,"$345,000 ",1946
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1944,4,D4," 355 CLINTON AVENUE, 9B                    ",            ,11238,0,0,0,0,0,2, D4 ,5/23/2013,"$366,000 ",1946
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1944,4,D4," 345 CLINTON AVENUE, 4B                    ",            ,11238,0,0,0,0,0,2, D4 ,5/30/2013,"$325,000 ",1946
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1944,4,D4," 365 CLINTON AVENUE, 1OH                   ",            ,11238,0,0,0,0,0,2, D4 ,6/6/2013,"$395,000 ",1946
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1944,4,D4," 355 CLINTON AVENUE, 9A                    ",            ,11238,0,0,0,0,0,2, D4 ,5/28/2013,"$390,000 ",1946
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1944,4,D4," 345 CLINTON AVENUE, 6B                    ",            ,11238,0,0,0,0,0,2, D4 ,6/19/2013,"$368,786 ",1946
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1944,4,D4," 345 CLINTON AVENUE, 15C                   ",            ,11238,0,0,0,0,0,2, D4 ,7/8/2013,"$530,000 ",1946
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1944,4,D4," 361 CLINTON AVENUE, 15E                   ",            ,11238,0,0,0,0,0,2, D4 ,7/30/2013,"$390,000 ",1946
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1952,33,D0," 110 CLIFTON PLACE, 3G                     ",            ,11238,0,0,0,0,0,2, D0 ,1/7/2013,"$700,000 ",1922
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1961,14,D4," 429 CLINTON AVENUE, 42                    ",            ,11238,0,0,0,0,0,2, D4 ,2/15/2013,$0 ,1930
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1961,14,D4," 429 CLINTON AVENUE, 60                    ",            ,11238,0,0,0,0,0,2, D4 ,3/19/2013,"$795,225 ",1930
CLINTON HILL             ,12  CONDOS - WALKUP APARTMENTS              ,2,1966,1103,R2, 252 GREENE AVENUE                         ,1C          ,11238,1,0,1,0,0,2, R2 ,3/19/2013,"$300,000 ",1930
CLINTON HILL             ,12  CONDOS - WALKUP APARTMENTS              ,2,1966,1203,R2, 242 GREENE AVENUE                         ,1C          ,11238,1,0,1,0,0,2, R2 ,12/31/2012,"$712,875 ",1930
CLINTON HILL             ,12  CONDOS - WALKUP APARTMENTS              ,2,1966,1204,R2, 242 GREENE AVENUE                         ,1D          ,11238,1,0,1,0,0,2, R2 ,4/10/2013,"$300,000 ",1930
CLINTON HILL             ,12  CONDOS - WALKUP APARTMENTS              ,2,1969,1201,R2, 27 QUINCY STREET                          ,1A          ,11238,1,0,1,0,0,2, R2 ,1/24/2013,$0 ,1939
CLINTON HILL             ,12  CONDOS - WALKUP APARTMENTS              ,2,1979,1005,R2, 226 ST JAMES PLACE                        ,3L          ,11238,1,0,1,0,0,2, R2 ,5/13/2013,"$825,000 ",1920
CLINTON HILL             ,12  CONDOS - WALKUP APARTMENTS              ,2,1979,1008,R2, 226 ST. JAMES PLACE                       ,4R          ,11238,1,0,1,0,0,2, R2 ,12/27/2012,$0 ,1920
CLINTON HILL             ,12  CONDOS - WALKUP APARTMENTS              ,2,2014,1112,R2, 940 FULTON STREET                         ,PHB         ,11238,1,0,1,0,0,2, R2 ,8/17/2012,"$380,250 ",1930
CLINTON HILL             ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1890,1001,R4, 163 WASHINGTON AVENUE                     ,2A          ,11205,1,0,1,0,0,2, R4 ,9/7/2012,"$31,500,000 ",2009
CLINTON HILL             ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1890,1002,R4, 163 WASHINGTON AVENUE                     ,2B          ,11205,1,0,1,0,0,2, R4 ,9/7/2012,$0 ,2009
CLINTON HILL             ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1890,1003,R4, 163 WASHINGTON AVENUE                     ,3A          ,11205,1,0,1,0,0,2, R4 ,9/7/2012,$0 ,2009
CLINTON HILL             ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1890,1004,R4, 163 WASHINGTON AVENUE                     ,3B          ,11205,1,0,1,0,0,2, R4 ,9/7/2012,$0 ,2009
CLINTON HILL             ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1890,1005,R4, 163 WASHINGTON AVENUE                     ,3C          ,11205,1,0,1,0,0,2, R4 ,9/7/2012,$0 ,2009
CLINTON HILL             ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1890,1006,R4, 163 WASHINGTON AVENUE                     ,3D          ,11205,1,0,1,0,0,2, R4 ,9/7/2012,$0 ,2009
CLINTON HILL             ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1890,1007,R4, 163 WASHINGTON AVENUE                     ,4A          ,11205,1,0,1,0,0,2, R4 ,9/7/2012,$0 ,2009
CLINTON HILL             ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1890,1008,R4, 163 WASHINGTON AVENUE                     ,4B          ,11205,1,0,1,0,0,2, R4 ,9/7/2012,$0 ,2009
CLINTON HILL             ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1890,1009,R4, 163 WASHINGTON AVENUE                     ,4C          ,11205,1,0,1,0,0,2, R4 ,9/7/2012,$0 ,2009
CLINTON HILL             ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1890,1010,R4, 163 WASHINGTON AVENUE                     ,4D          ,11205,1,0,1,0,0,2, R4 ,9/7/2012,$0 ,2009
CLINTON HILL             ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1890,1011,R4, 163 WASHINGTON AVENUE                     ,5A          ,11205,1,0,1,0,0,2, R4 ,9/7/2012,$0 ,2009
CLINTON HILL             ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1890,1012,R4, 163 WASHINGTON AVENUE                     ,5B          ,11205,1,0,1,0,0,2, R4 ,9/7/2012,$0 ,2009
CLINTON HILL             ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1890,1013,R4, 163 WASHINGTON AVENUE                     ,5C          ,11205,1,0,1,0,0,2, R4 ,9/7/2012,$0 ,2009
CLINTON HILL             ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1890,1014,R4, 163 WASHINGTON AVENUE                     ,5D          ,11205,1,0,1,0,0,2, R4 ,9/7/2012,$0 ,2009
CLINTON HILL             ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1890,1015,R4, 163 WASHINGTON AVENUE                     ,6A          ,11205,1,0,1,0,0,2, R4 ,9/7/2012,$0 ,2009
CLINTON HILL             ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1890,1016,R4, 163 WASHINGTON AVENUE                     ,6B          ,11205,1,0,1,0,0,2, R4 ,9/7/2012,$0 ,2009
CLINTON HILL             ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1890,1017,R4, 163 WASHINGTON AVENUE                     ,6C          ,11205,1,0,1,0,0,2, R4 ,9/7/2012,$0 ,2009
CLINTON HILL             ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1890,1018,R4, 163 WASHINGTON AVENUE                     ,6D          ,11205,1,0,1,0,0,2, R4 ,9/7/2012,$0 ,2009
CLINTON HILL             ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1890,1019,R4, 163 WASHINGTON AVENUE                     ,7A          ,11205,1,0,1,0,0,2, R4 ,9/7/2012,$0 ,2009
CLINTON HILL             ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1890,1020,R4, 163 WASHINGTON AVENUE                     ,7B          ,11205,1,0,1,0,0,2, R4 ,9/7/2012,$0 ,2009
CLINTON HILL             ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1890,1021,R4, 163 WASHINGTON AVENUE                     ,7C          ,11205,1,0,1,0,0,2, R4 ,9/7/2012,$0 ,2009
CLINTON HILL             ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1890,1022,R4, 163 WASHINGTON AVENUE                     ,7D          ,11205,1,0,1,0,0,2, R4 ,9/7/2012,$0 ,2009
CLINTON HILL             ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1890,1023,R4, 163 WASHINGTON AVENUE                     ,8A          ,11205,1,0,1,0,0,2, R4 ,9/7/2012,$0 ,2009
CLINTON HILL             ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1890,1024,R4, 163 WASHINGTON AVENUE                     ,8B          ,11205,1,0,1,0,0,2, R4 ,9/7/2012,$0 ,2009
CLINTON HILL             ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1890,1025,R4, 163 WASHINGTON AVENUE                     ,8C          ,11205,1,0,1,0,0,2, R4 ,9/7/2012,$0 ,2009
CLINTON HILL             ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1890,1026,R4, 163 WASHINGTON AVENUE                     ,8D          ,11205,1,0,1,0,0,2, R4 ,9/7/2012,$0 ,2009
CLINTON HILL             ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1890,1027,R4, 163 WASHINGTON AVENUE                     ,9A          ,11205,1,0,1,0,0,2, R4 ,9/7/2012,$0 ,2009
CLINTON HILL             ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1890,1028,R4, 163 WASHINGTON AVENUE                     ,9B          ,11205,1,0,1,0,0,2, R4 ,9/7/2012,$0 ,2009
CLINTON HILL             ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1890,1029,R4, 163 WASHINGTON AVENUE                     ,9C          ,11205,1,0,1,0,0,2, R4 ,9/7/2012,$0 ,2009
CLINTON HILL             ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1890,1030,R4, 163 WASHINGTON AVENUE                     ,10A         ,11205,1,0,1,0,0,2, R4 ,9/7/2012,$0 ,2009
CLINTON HILL             ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1890,1031,R4, 163 WASHINGTON AVENUE                     ,10B         ,11205,1,0,1,0,0,2, R4 ,9/7/2012,$0 ,2009
CLINTON HILL             ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1890,1032,R4, 163 WASHINGTON AVENUE                     ,10C         ,11205,1,0,1,0,0,2, R4 ,9/7/2012,$0 ,2009
CLINTON HILL             ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1890,1033,R4, 163 WASHINGTON AVENUE                     ,11A         ,11205,1,0,1,0,0,2, R4 ,9/7/2012,$0 ,2009
CLINTON HILL             ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1890,1034,R4, 163 WASHINGTON AVENUE                     ,11B         ,11205,1,0,1,0,0,2, R4 ,9/7/2012,$0 ,2009
CLINTON HILL             ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1890,1035,R4, 163 WASHINGTON AVENUE                     ,11C         ,11205,1,0,1,0,0,2, R4 ,9/7/2012,$0 ,2009
