NEIGHBORHOODA1:S23316,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,ADDRESS,"APART
MENT
NUMBER",ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE DATE,"SALE
PRICE",YEAR BUILT
CLINTON HILL             ,03  THREE FAMILY HOMES                      ,1,1964,24,C0, 103 SAINT JAMES PLACE                     ,            ,11238,3,0,3,"2,000","3,008",1, C0 ,5/30/2013,$0 ,1899
CLINTON HILL             ,03  THREE FAMILY HOMES                      ,1,1964,24,C0, 103 ST JAMES PLACE                        ,            ,11238,3,0,3,"2,000","3,008",1, C0 ,9/27/2012,$0 ,1899
CLINTON HILL             ,03  THREE FAMILY HOMES                      ,1,1966,54,C0, 41 LEXINGTON AVENUE                       ,            ,11238,3,0,3,"2,000","4,990",1, C0 ,12/6/2012,$0 ,2011
CLINTON HILL             ,03  THREE FAMILY HOMES                      ,1,1966,55,C0, 39 LEXINGTON AVENUE                       ,            ,11238,3,0,3,"2,000","4,990",1, C0 ,12/6/2012,$0 ,2011
CLINTON HILL             ,03  THREE FAMILY HOMES                      ,1,1966,56,C0, 37 LEXINGTON AVENUE                       ,            ,11238,3,0,3,"2,000","4,990",1, C0 ,12/6/2012,$0 ,2011
CLINTON HILL             ,03  THREE FAMILY HOMES                      ,1,1966,156,C0, 35A LEXINGTON AVENUE                      ,            ,11238,3,0,3,"2,000","4,990",1, C0 ,12/6/2012,$0 ,2011
CLINTON HILL             ,03  THREE FAMILY HOMES                      ,1,1972,44,C0, 175 GATES AVENUE                          ,            ,11238,3,0,3,"2,192","2,860",1, C0 ,3/24/2013,$0 ,1899
CLINTON HILL             ,03  THREE FAMILY HOMES                      ,1,1979,30,C0, 198 ST. JAMES PLACE                       ,            ,11238,3,0,3,"1,546","3,008",1, C0 ,12/20/2012,"$426,000 ",1899
CLINTON HILL             ,03  THREE FAMILY HOMES                      ,1,1980,14,C0, 195 ST JAMES PLACE                        ,            ,11238,3,0,3,"2,500","5,188",1, C0 ,10/26/2012,$0 ,2002
CLINTON HILL             ,03  THREE FAMILY HOMES                      ,1,1983,66,C0, 54 IRVING PLACE                           ,            ,11238,3,0,3,"2,020","3,200",1, C0 ,8/27/2012,"$1,025,000 ",1931
CLINTON HILL             ,03  THREE FAMILY HOMES                      ,1,1983,77,C0, 43 PUTNAM AVENUE                          ,            ,11238,3,0,3,"1,600","3,360",1, C0 ,4/19/2013,$0 ,1895
CLINTON HILL             ,03  THREE FAMILY HOMES                      ,1,1984,1,C0, 71 IRVING PLACE                           ,            ,11238,3,0,3,"1,278","5,088",1, C0 ,9/27/2012,"$750,000 ",1899
CLINTON HILL             ,03  THREE FAMILY HOMES                      ,1,1993,27,C0, 64 PUTNAM AVENUE                          ,            ,11238,3,0,3,"1,600","3,040",1, C0 ,12/21/2012,"$520,000 ",1901
CLINTON HILL             ,03  THREE FAMILY HOMES                      ,1,1993,27,C0, 64 PUTNAM AVENUE                          ,            ,11238,3,0,3,"1,600","3,040",1, C0 ,12/19/2012,$0 ,1901
CLINTON HILL             ,03  THREE FAMILY HOMES                      ,1,2019,16,C0, 70 LEFFERTS PLACE                         ,            ,11238,3,0,3,"7,800","2,912",1, C0 ,2/14/2013,"$850,000 ",1899
CLINTON HILL             ,04  TAX CLASS 1 CONDOS                      ,1C,1946,1002,R6, 171 GREENE AVENUE                         ,2,11238,1,0,1,0,0,1, R6 ,7/3/2013,"$675,000 ",1990
CLINTON HILL             ,04  TAX CLASS 1 CONDOS                      ,1C,1964,1103,R6, 127 ST JAMES PLACE                        ,3,11238,1,0,1,0,0,1, R6 ,1/7/2013,"$666,953 ",1890
CLINTON HILL             ,04  TAX CLASS 1 CONDOS                      ,1C,1982,1001,R6, 367 GRAND AVENUE                          ,1,11238,1,0,1,0,0,1, R6 ,7/11/2013,"$2,000,000 ",1901
CLINTON HILL             ,06  TAX CLASS 1 - OTHER                     ,1,1960,3,G0, 465 VANDERBILT AVENUE                     ,            ,11238,0,0,0,"1,224",0,1, G0 ,2/12/2013,"$300,000 ",1930
CLINTON HILL             ,07  RENTALS - WALKUP APARTMENTS             ,2A,1888,17,C3, 127 CLINTON AVENUE                        ,            ,11205,4,0,4,"2,000","2,736",2, C3 ,1/31/2013,"$1,250,000 ",1905
CLINTON HILL             ,07  RENTALS - WALKUP APARTMENTS             ,2A,1889,31,C3, 81 WAVERLY AVE                            ,            ,11205,4,0,4,"1,875","3,170",2, C3 ,7/24/2013,$0 ,1901
CLINTON HILL             ,07  RENTALS - WALKUP APARTMENTS             ,2A,1892,23,C3, 85 RYERSON STREET                         ,            ,11205,4,0,4,"2,000","2,100",2, C3 ,12/27/2012,"$750,000 ",1905
CLINTON HILL             ,07  RENTALS - WALKUP APARTMENTS             ,2A,1893,31,C2, 66 STEUBEN STREET                         ,            ,11205,6,0,6,"2,500","4,125",2, C2 ,5/13/2013,"$930,000 ",1905
CLINTON HILL             ,07  RENTALS - WALKUP APARTMENTS             ,2A,1893,36,C2, 76 STEUBEN STREET                         ,            ,11205,6,0,6,"3,000","4,500",2, C2 ,6/11/2013,"$124,500 ",1905
CLINTON HILL             ,07  RENTALS - WALKUP APARTMENTS             ,2,1893,52,C1, 108 STEUBEN STREET                        ,            ,11205,12,0,12,"2,500","3,750",2, C1 ,8/2/2013,"$900,000 ",1905
CLINTON HILL             ,07  RENTALS - WALKUP APARTMENTS             ,2,1904,53,C1, 159 WILLOUGHBY AVENUE                     ,            ,11205,12,0,12,"4,400","13,600",2, C1 ,7/2/2013,$0 ,1905
CLINTON HILL             ,07  RENTALS - WALKUP APARTMENTS             ,2,1909,11,C1, 139 EMERSON PLACE                         ,            ,11205,50,0,50,"15,942","45,670",2, C1 ,8/29/2012,"$11,000,000 ",1946
CLINTON HILL             ,07  RENTALS - WALKUP APARTMENTS             ,2B,1930,20,C1, 291 CLINTON AVENUE                        ,            ,11205,7,0,7,"1,730","4,500",2, C1 ,12/14/2012,$0 ,1905
CLINTON HILL             ,07  RENTALS - WALKUP APARTMENTS             ,2A,1932,38,C2, 26 ST JAMES PLACE                         ,            ,11205,6,0,6,"1,600","3,600",2, C2 ,7/30/2013,"$1,295,000 ",1905
CLINTON HILL             ,07  RENTALS - WALKUP APARTMENTS             ,2A,1945,24,C3, 252 LAFAYETTE AVENUE                      ,            ,11238,4,0,4,974,"1,995",2, C3 ,10/9/2012,$10 ,1905
CLINTON HILL             ,07  RENTALS - WALKUP APARTMENTS             ,2,1948,20,C1, 352 LAFAYETTE AVENUE                      ,            ,11238,16,0,16,"3,750","10,480",2, C1 ,7/2/2013,$0 ,1905
CLINTON HILL             ,07  RENTALS - WALKUP APARTMENTS             ,2B,1948,22,C1, 356-358 LAFAYETTE AVENUE                  ,            ,11238,8,0,8,"3,750","10,480",2, C1 ,7/2/2013,$0 ,1905
CLINTON HILL             ,07  RENTALS - WALKUP APARTMENTS             ,2,1961,21,C1, 415 CLINTON AVENUE                        ,            ,11238,11,0,11,"4,960","5,994",2, C1 ,11/7/2012,$0 ,1900
CLINTON HILL             ,07  RENTALS - WALKUP APARTMENTS             ,2A,1963,1,C2, 461 WASHINGTON AVENUE                     ,            ,11238,6,0,6,"1,888","6,828",2, C2 ,3/19/2013,"$1,800,000 ",1930
CLINTON HILL             ,07  RENTALS - WALKUP APARTMENTS             ,2A,1963,48,C3, 116 ST JAMES PLACE                        ,            ,11238,4,0,4,"2,083","2,490",2, C3 ,7/12/2013,"$2,450,000 ",1900
CLINTON HILL             ,07  RENTALS - WALKUP APARTMENTS             ,2A,1963,48,C3, 116 ST. JAMES PLACE                       ,            ,11238,4,0,4,"2,083","2,490",2, C3 ,7/12/2013,$0 ,1900
CLINTON HILL             ,07  RENTALS - WALKUP APARTMENTS             ,2A,1965,71,C2, 376 GRAND AVE                             ,            ,11238,5,0,5,"1,675","2,281",2, C2 ,12/20/2012,$0 ,1930
CLINTON HILL             ,07  RENTALS - WALKUP APARTMENTS             ,2A,1965,76,C2, 141 GATES AVENUE                          ,            ,11238,6,0,6,"2,266","2,970",2, C2 ,3/19/2013,"$1,450,000 ",1931
CLINTON HILL             ,07  RENTALS - WALKUP APARTMENTS             ,2B,1969,79,C4, 4 DOWNING STREET                          ,            ,11238,8,0,8,"4,060","10,400",2, C4 ,1/11/2013,"$2,050,000 ",1930
CLINTON HILL             ,07  RENTALS - WALKUP APARTMENTS             ,2B,1977,12,C1, 469 CLINTON AVE                           ,            ,11238,8,0,8,"2,200","2,970",2, C1 ,12/20/2012,$0 ,1900
CLINTON HILL             ,07  RENTALS - WALKUP APARTMENTS             ,2,1979,1,C1, 499 WASHINGTON AVENUE                     ,            ,11238,16,0,16,"5,938","20,000",2, C1 ,9/3/2012,"$499,000 ",1910
CLINTON HILL             ,07  RENTALS - WALKUP APARTMENTS             ,2A,1980,32,C3, 110 GATES AVENUE                          ,            ,11238,4,0,4,"1,800","3,360",2, C3 ,11/19/2012,"$1,700,000 ",1899
CLINTON HILL             ,07  RENTALS - WALKUP APARTMENTS             ,2B,1981,68,C5, 444 GRAND AVENUE                          ,            ,11238,7,0,7,"2,000","3,200",2, C5 ,11/20/2012,$0 ,1931
CLINTON HILL             ,07  RENTALS - WALKUP APARTMENTS             ,2B,1983,75,C5, 47 PUTNAM AVENUE                          ,            ,11238,7,0,7,"1,600","2,520",2, C5 ,9/11/2012,$0 ,1931
CLINTON HILL             ,07  RENTALS - WALKUP APARTMENTS             ,2A,2013,50,C3, 278 ST JAMES PLACE                        ,            ,11238,4,0,4,"1,700","3,600",2, C3 ,11/29/2012,$0 ,1930
CLINTON HILL             ,07  RENTALS - WALKUP APARTMENTS             ,2A,2013,58,C3, 294 ST. JAMES PLACE                       ,            ,11238,4,0,4,"1,615","2,550",2, C3 ,4/24/2013,"$1,189,000 ",1930
CLINTON HILL             ,07  RENTALS - WALKUP APARTMENTS             ,2A,2013,60,C3, 298 ST JAMES PLACE                        ,4,11238,4,0,4,"1,800","2,700",2, C3 ,3/25/2013,$0 ,1930
CLINTON HILL             ,08  RENTALS - ELEVATOR APARTMENTS           ,2B,1893,1,D1, 107 GRAND AVENUE                          ,            ,11205,8,0,8,"2,500","8,663",2, D1 ,11/15/2012,"$12,640,000 ",2005
CLINTON HILL             ,08  RENTALS - ELEVATOR APARTMENTS           ,2B,1893,1,D1, 107 GRAND AVENUE                          ,            ,11205,8,0,8,"2,500","8,663",2, D1 ,11/15/2012,"$3,360,000 ",2005
CLINTON HILL             ,08  RENTALS - ELEVATOR APARTMENTS           ,2B,1893,2,D1, 105 GRAND AVENUE                          ,            ,11205,8,0,8,"2,500","8,956",2, D1 ,11/15/2012,$0 ,2005
CLINTON HILL             ,08  RENTALS - ELEVATOR APARTMENTS           ,2B,1893,2,D1, 105 GRAND AVENUE                          ,            ,11205,8,0,8,"2,500","8,956",2, D1 ,11/15/2012,$0 ,2005
CLINTON HILL             ,08  RENTALS - ELEVATOR APARTMENTS           ,2B,1893,2,D1, 105 GRAND AVENUE                          ,            ,11205,8,0,8,"2,500","8,956",2, D1 ,9/24/2012,$0 ,2005
CLINTON HILL             ,08  RENTALS - ELEVATOR APARTMENTS           ,2B,1893,3,D1, 103 GRAND AVENUE                          ,            ,11205,8,0,8,"2,500","8,663",2, D1 ,11/15/2012,$0 ,2005
CLINTON HILL             ,08  RENTALS - ELEVATOR APARTMENTS           ,2B,1893,3,D1, 103 GRAND AVENUE                          ,            ,11205,8,0,8,"2,500","8,663",2, D1 ,11/15/2012,$0 ,2005
CLINTON HILL             ,09  COOPS - WALKUP APARTMENTS               ,2C,1887,75,C6," 110 CLINTON AVENUE, 2B                    ",            ,11205,0,0,0,0,0,2, C6 ,10/19/2012,"$272,500 ",1900
CLINTON HILL             ,09  COOPS - WALKUP APARTMENTS               ,2C,1887,75,C6," 110 CLINTON AVENUE, 2C                    ",            ,11205,0,0,0,0,0,2, C6 ,12/7/2012,"$555,000 ",1900
CLINTON HILL             ,09  COOPS - WALKUP APARTMENTS               ,2C,1887,75,C6," 110 CLINTON AVENUE, 3B                    ",            ,11205,0,0,0,0,0,2, C6 ,3/8/2013,"$199,472 ",1900
CLINTON HILL             ,09  COOPS - WALKUP APARTMENTS               ,2,1888,2,C6," 153 CLINTON AVENUE, 3B                    ",            ,11205,0,0,0,0,0,2, C6 ,3/19/2013,"$421,000 ",1900
CLINTON HILL             ,09  COOPS - WALKUP APARTMENTS               ,2,1888,4,C6," 149 CLINTON AVENUE, 1D                    ",            ,11205,0,0,0,0,0,2, C6 ,11/19/2012,"$327,500 ",1900
CLINTON HILL             ,09  COOPS - WALKUP APARTMENTS               ,2,1888,4,C6," 149 CLINTON AVENUE, 4A                    ",            ,11205,0,0,0,0,0,2, C6 ,2/27/2013,"$425,000 ",1900
CLINTON HILL             ,09  COOPS - WALKUP APARTMENTS               ,2,1888,4,C6," 149 CLINTON AVENUE, 3A                    ",            ,11205,0,0,0,0,0,2, C6 ,8/15/2013,"$584,000 ",1900
CLINTON HILL             ,09  COOPS - WALKUP APARTMENTS               ,2C,1888,29,C6," 101 CLINTON AVENUE, 4                     ",            ,11205,0,0,0,0,0,2, C6 ,4/8/2013,"$590,000 ",1900
CLINTON HILL             ,09  COOPS - WALKUP APARTMENTS               ,2C,1888,29,C6," 101 CLINTON AVENUE, 3                     ",            ,11205,0,0,0,0,0,2, C6 ,4/24/2013,"$585,000 ",1900
CLINTON HILL             ,09  COOPS - WALKUP APARTMENTS               ,2C,1903,57,C6," 127 WILLOUGHBY AVENUE, 2                  ",            ,11205,0,0,0,0,0,2, C6 ,9/12/2012,"$1,240,000 ",1900
CLINTON HILL             ,09  COOPS - WALKUP APARTMENTS               ,2,1916,8,C6," 269 CLINTON AVENUE, 2C                    ",            ,11205,0,0,0,0,0,2, C6 ,6/10/2013,"$950,000 ",1905
CLINTON HILL             ,09  COOPS - WALKUP APARTMENTS               ,2C,1917,57,C6, 296 WASHINGTON AVENUE                     ,            ,11205,0,0,0,0,0,2, C6 ,7/30/2013,$0 ,1905
CLINTON HILL             ,09  COOPS - WALKUP APARTMENTS               ,2,1930,5,C6," 321 CLINTON AVENUE, 6                     ",            ,11205,0,0,0,0,0,2, C6 ,9/28/2012,$0 ,1900
CLINTON HILL             ,09  COOPS - WALKUP APARTMENTS               ,2,1930,5,C6," 321 CLINTON AVENUE, 6                     ",            ,11205,0,0,0,0,0,2, C6 ,9/28/2012,$0 ,1900
CLINTON HILL             ,09  COOPS - WALKUP APARTMENTS               ,2,1930,5,C6," 321 CLINTON AVENUE, 6                     ",            ,11205,0,0,0,0,0,2, C6 ,9/28/2012,$0 ,1900
CLINTON HILL             ,09  COOPS - WALKUP APARTMENTS               ,2,1930,5,C6," 321 CLINTON AVENUE, 4                     ",            ,11205,0,0,0,0,0,2, C6 ,11/7/2012,"$948,000 ",1900
CLINTON HILL             ,09  COOPS - WALKUP APARTMENTS               ,2,1930,5,C6," 321 CLINTON AVENUE, 6                     ",            ,11205,0,0,0,0,0,2, C6 ,8/2/2013,"$915,000 ",1900
CLINTON HILL             ,09  COOPS - WALKUP APARTMENTS               ,2,1948,14,C6, 342 LAFAYETTE AVENUE                      ,            ,11238,16,0,16,"2,700","7,832",2, C6 ,8/8/2012,$0 ,1905
CLINTON HILL             ,09  COOPS - WALKUP APARTMENTS               ,2,1948,14,C6, 342 LAFAYETTE AVENUE                      ,            ,11238,0,0,0,0,0,2, C6 ,8/8/2012,$0 ,1905
CLINTON HILL             ,09  COOPS - WALKUP APARTMENTS               ,2,1980,48,C6," 116 CAMBRIDGE PLACE, 4D                   ",            ,11238,0,0,0,0,0,2, C6 ,8/2/2013,"$150,000 ",1930
CLINTON HILL             ,09  COOPS - WALKUP APARTMENTS               ,2,2015,66,C6, 105 LEFFERTS PLACE                        ,            ,11238,0,0,0,0,0,2, C6 ,8/22/2013,$0 ,1930
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1901,1,D4," 210 CLINTON AVENUE, 12A                   ",            ,11205,0,0,0,0,0,2, D4 ,8/30/2012,"$342,000 ",1945
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1901,1,D4," 210 CLINTON AVENUE, 7F                    ",            ,11205,0,0,0,0,0,2, D4 ,9/25/2012,"$369,000 ",1945
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1901,1,D4," 210 CLINTON AVENUE, 11C                   ",            ,11205,0,0,0,0,0,2, D4 ,4/11/2013,"$405,000 ",1945
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1901,1,D4," 210 CLINTON AVENUE, 7E                    ",            ,11205,0,0,0,0,0,2, D4 ,4/1/2013,$0 ,1945
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1901,1,D4," 210 CLINTON AVENUE, 9D                    ",            ,11205,0,0,0,0,0,2, D4 ,6/21/2013,"$354,500 ",1945
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1901,1,D4," 210 CLINTON AVENUE, 4A                    ",            ,11205,0,0,0,0,0,2, D4 ,6/28/2013,$0 ,1945
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1902,1,D4," 185 CLINTON AVENUE, 4C                    ",            ,11205,0,0,0,0,0,2, D4 ,8/22/2012,"$310,000 ",1944
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1902,1,D4," 185 CLINTON AVENUE, 10F                   ",            ,11205,0,0,0,0,0,2, D4 ,8/23/2012,"$290,000 ",1944
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1902,1,D4," 205 CLINTON AVENUE, 9C                    ",            ,11205,0,0,0,0,0,2, D4 ,8/27/2012,"$340,000 ",1944
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1902,1,D4," 201 CLINTON AVENUE, 1A                    ",            ,11205,0,0,0,0,0,2, D4 ,10/4/2012,"$210,000 ",1944
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1902,1,D4," 209 CLINTON AVENUE, 14D                   ",            ,11205,0,0,0,0,0,2, D4 ,9/21/2012,"$344,127 ",1944
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1902,1,D4," 205 CLINTON AVENUE, 3A                    ",            ,11205,0,0,0,0,0,2, D4 ,10/25/2012,"$345,000 ",1944
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1902,1,D4," 185 CLINTON AVENUE, 11E                   ",            ,11205,0,0,0,0,0,2, D4 ,10/17/2012,"$313,786 ",1944
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1902,1,D4," 201 CLINTON AVENUE, 12D                   ",            ,11205,0,0,0,0,0,2, D4 ,10/24/2012,"$235,000 ",1944
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1902,1,D4," 201 CLINTON AVENUE, 5A                    ",            ,11205,0,0,0,0,0,2, D4 ,11/14/2012,$0 ,1944
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1902,1,D4," 201 CLINTON AVE, 8H                       ",            ,11205,0,0,0,0,0,2, D4 ,11/16/2012,"$248,000 ",1944
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1902,1,D4," 193 CLINTON AVENUE, 7F                    ",            ,11205,0,0,0,0,0,2, D4 ,12/4/2012,"$315,000 ",1944
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1902,1,D4," 201 CLINTON AVENUE, 5A                    ",            ,11205,0,0,0,0,0,2, D4 ,11/14/2012,"$329,000 ",1944
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1902,1,D4," 209 CLINTON AVENUE, 11F                   ",            ,11205,0,0,0,0,0,2, D4 ,11/19/2012,"$458,738 ",1944
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1902,1,D4," 185 CLINTON AVENUE, 15-D                  ",            ,11205,0,0,0,0,0,2, D4 ,12/19/2012,"$300,000 ",1944
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1902,1,D4," 209 CLINTON AVENUE, 1C                    ",            ,11205,0,0,0,0,0,2, D4 ,12/27/2012,"$420,835 ",1944
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1902,1,D4," 209 CLINTON AVENUE, 5H                    ",            ,11205,0,0,0,0,0,2, D4 ,1/23/2013,"$305,000 ",1944
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1902,1,D4," 193 CLINTON AVENUE, 7D                    ",            ,11205,0,0,0,0,0,2, D4 ,1/23/2013,"$305,000 ",1944
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1902,1,D4," 201 CLINTON AVENUE, 3E                    ",            ,11205,0,0,0,0,0,2, D4 ,1/30/2013,"$215,000 ",1944
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1902,1,D4," 205 CLINTON AVENUE, 4D                    ",            ,11205,0,0,0,0,0,2, D4 ,1/30/2013,"$240,000 ",1944
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1902,1,D4," 201 CLINTON AVENUE, 11F                   ",            ,11205,0,0,0,0,0,2, D4 ,2/4/2013,"$399,000 ",1944
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1902,1,D4," 201 CLINTON AVENUE, 12F                   ",            ,11205,0,0,0,0,0,2, D4 ,3/1/2013,"$435,000 ",1944
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1902,1,D4," 205 CLINTON AVENUE, 8C                    ",            ,11205,0,0,0,0,0,2, D4 ,3/6/2013,"$413,000 ",1944
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1902,1,D4," 205 CLINTON AVENUE, 11F                   ",            ,11205,0,0,0,0,0,2, D4 ,4/12/2013,"$482,738 ",1944
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1902,1,D4," 201 CLINTON AVENUE, 6E                    ",            ,11205,0,0,0,0,0,2, D4 ,3/21/2013,"$315,000 ",1944
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1902,1,D4," 185 CLINTON AVENUE, 5A                    ",            ,11205,0,0,0,0,0,2, D4 ,3/25/2013,"$335,000 ",1944
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1902,1,D4," 201 CLINTON AVENUE, 2D                    ",            ,11205,0,0,0,0,0,2, D4 ,4/16/2013,"$247,500 ",1944
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1902,1,D4," 201 CLINTON AVENUE, 10G                   ",            ,11205,0,0,0,0,0,2, D4 ,5/6/2013,"$329,000 ",1944
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1902,1,D4," 201 CLINTON AVENUE, 12H                   ",            ,11205,0,0,0,0,0,2, D4 ,4/2/2013,"$339,000 ",1944
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1902,1,D4," 205 CLINTON AVENUE, 10A                   ",            ,11205,0,0,0,0,0,2, D4 ,4/30/2013,"$295,000 ",1944
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1902,1,D4," 209 CLINTON AVENUE, 8C                    ",            ,11205,0,0,0,0,0,2, D4 ,4/26/2013,"$575,000 ",1944
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1902,1,D4," 193 CLINTON AVENUE, 12C                   ",            ,11205,0,0,0,0,0,2, D4 ,5/22/2013,"$255,000 ",1944
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1902,1,D4," 193 CLINTON AVENUE, 3B                    ",            ,11205,0,0,0,0,0,2, D4 ,6/13/2013,"$340,000 ",1944
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1902,1,D4," 185 CLINTON AVENUE, 520                   ",            ,11205,0,0,0,0,0,2, D4 ,7/9/2013,"$233,220 ",1944
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1902,1,D4," 201 CLINTON AVENUE, 9E                    ",            ,11205,0,0,0,0,0,2, D4 ,7/12/2013,"$310,000 ",1944
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1902,22,D4," 165 CLINTON AVENUE, 4F                    ",            ,11205,0,0,0,0,0,2, D4 ,3/29/2013,$0 ,1954
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1902,22,D4," 165 CLINTON AVENUE, 6D                    ",            ,11205,0,0,0,0,0,2, D4 ,7/23/2013,"$330,000 ",1954
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1905,1,D4," 185 HALL STREET, 517                      ",            ,11205,0,0,0,0,0,2, D4 ,8/8/2012,"$165,000 ",1958
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1905,1,D4," 185 HALL STREET, 902                      ",            ,11205,0,0,0,0,0,2, D4 ,11/16/2012,"$152,500 ",1958
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1905,1,D4," 185 HALL STREET, 1515                     ",            ,11205,0,0,0,0,0,2, D4 ,2/19/2013,"$480,000 ",1958
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1905,1,D4," 185 HALL STREET, 314                      ",            ,11205,0,0,0,0,0,2, D4 ,3/13/2013,"$248,000 ",1958
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1905,1,D4," 185 HALL STREET, 1005                     ",            ,11205,0,0,0,0,0,2, D4 ,4/16/2013,"$200,000 ",1958
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1905,1,D4," 185 HALL STREET, 116                      ",            ,11205,0,0,0,0,0,2, D4 ,4/22/2013,"$235,000 ",1958
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1905,1,D4," 185 HALL STREET, 218                      ",            ,11205,0,0,0,0,0,2, D4 ,4/18/2013,"$285,000 ",1958
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1905,1,D4," 185 HALL STREET, 1008                     ",            ,11205,0,0,0,0,0,2, D4 ,5/17/2013,"$255,000 ",1958
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1905,1,D4," 185 HALL STREET, 613                      ",            ,11205,0,0,0,0,0,2, D4 ,6/6/2013,"$595,000 ",1958
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1905,1,D4," 185 HALL STREET, 1109                     ",            ,11205,0,0,0,0,0,2, D4 ,5/10/2013,"$220,000 ",1958
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1905,1,D4," 185 HALL STREET, 105                      ",            ,11205,0,0,0,0,0,2, D4 ,6/19/2013,"$265,000 ",1958
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1905,80,D4, 195 WILLOUGHBY AVENUE                     ,            ,11205,287,0,287,"118,620","272,000",2, D4 ,9/17/2012,"$250,000 ",1958
CLINTON HILL             ,10  COOPS - ELEVATOR APARTMENTS             ,2,1905,80,D4," 195 WILLOUGHBY AVENUE, 1007               ",            ,11205,0,0,0,0,0,2, D4 ,9/17/2012,"$250,000 ",1958
